行政区,供地计划标题,发布时间,文件标题,总供应面积合计,供应计划年度,工矿仓储用地,商服用地,住房供地总量,住宅用地-廉租房用地,住宅用地经济适用房用地,住宅用地-棚改用地总量,住宅用地棚改用地廉租房,住宅用地-棚改用地经济适用房用地,中小套型商品住房,住宅用地-商品房用地,住宅用地-其他用地,公共管理与公共服务用地,交通运输用地,水域及水利设施用地,特殊用地,公共租赁房,限价商品房用地面积,商品住房用地-中小套型商品住房用地 ,商品住房用地-总量,保障性安居工程和中小套型商品房用地占比(%), 爬取时间, 爬取地址url, 唯一标识, 
东源县,东源县2018年度国有建设用地供应计划,2018-04-20,东源县2018年度国有建设用地供应计划,255.3049公顷,2018年,142.6721,33.288,,0,0,0,0,0,0,,,28.6399,0,0,9.1737,0|0,0,0,41.5312,0%,2020-04-17 10:40:04,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091195170&__boxModel__=true&op=page_content&sessionID=55328&pn=1,6a8c0f8e9068527b8eaae302fc03fc38
珠海市本级,珠海市本级2019年度国有建设用地供应计划,2019-09-20,珠海市本级2019年度国有建设用地供应计划,,,429.9762,221.1763,324.4352,,,,,,,,,99.2030,156.2675,13.8323,0.20,,,,,,2020-04-17 10:40:08,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091193812&__boxModel__=true&op=page_content&sessionID=15838&pn=1,709d628f7f49752ad640e0e1404c25ef
平远县,平远县2018年度国有建设用地供应计划,2018-04-20,平远县2018年度国有建设用地供应计划,57公顷,2018年,25,6.5,,0,0,0,0,0,0,,,2,3,3,1,1.5|0,0,13,15,87.879%,2020-04-17 10:40:08,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091196088&__boxModel__=true&op=page_content&sessionID=88655&pn=1,10a78d678e63edc80af8a7cda2988439
郁南县,郁南县2019年度国有建设用地供应计划,2019-09-19,郁南县2019年度国有建设用地供应计划,,,43.2,,55.3,,,,,,,,,,,,,,,,,,2020-04-17 10:40:08,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091193909&__boxModel__=true&op=page_content&sessionID=71767&pn=1,6632876c79fa6d43cf8bfb3dee12bc4d
连南瑶族自治县,连南瑶族自治县2018年度国有建设用地供应计划,2018-04-20,连南瑶族自治县2018年度国有建设用地供应计划,86.9783公顷,2018年,3.641,38.1944,,0,0,0,0,0,0,,,13.6343,28.8851,0,0,0|0,0,2.6235,2.6235,100%,2020-04-17 10:40:09,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091195539&__boxModel__=true&op=page_content&sessionID=49209&pn=1,568595d149cff75de14f8aaaedd39e6b
梅州市本级,梅州市本级2016年度第四季度住宅用地供应计划,2017-06-26,梅州市本级2016年度第四季度住宅用地供应计划,,,,,,,,,,,,,,,,,,,,,,,2020-04-17 10:40:09,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091196983&__boxModel__=true&op=page_content&sessionID=27602&pn=1,45b1e2f2dac40e4679da56db87471d37
汕尾市本级,汕尾市本级2017年度国有建设用地供应计划,2017-06-23,汕尾市本级2017年度国有建设用地供应计划,409.97公顷,2017年,147.34,38.51,,0,0,0,0,0,0,,,71,70.12,0,38,0|0,0,32,45,71.111%,2020-04-17 10:40:09,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091197503&__boxModel__=true&op=page_content&sessionID=47313&pn=1,1108171c89d9644e15d9e89c78294718
翁源县,翁源县2017年度国有建设用地供应计划,2017-06-23,翁源县2017年度国有建设用地供应计划,114.70775公顷,2017年,26.9062,22.8386,,3.3821,0,0,0,0,0,,,17.79015,30.2619,0,0,0|0,0,13.5288,13.5288,100%,2020-04-17 10:40:14,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091199134&__boxModel__=true&op=page_content&sessionID=10042&pn=1,ffbecb493232ac2d32de62f4afd52280
恩平市,恩平市2017年度国有建设用地供应计划,2017-06-23,恩平市2017年度国有建设用地供应计划,235.6667公顷,2017年,47.2,26.2,,0,0,0,0,0,0,,,53.5333,81.8667,0,0,0|0,0,0,26.8667,0%,2020-04-17 10:40:14,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091199899&__boxModel__=true&op=page_content&sessionID=36792&pn=1,d05b9294f7ea1478e3890d875b3eb2b2
信宜市,信宜市2017年度国有建设用地供应计划,2017-06-23,信宜市2017年度国有建设用地供应计划,966.39公顷,2017年,111.17,5.335,,0,0,0,0,0,0,,,22.9061,796.6666,0,0,0|0,0,21.52,30.3123,70.994%,2020-04-17 10:40:16,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091200239&__boxModel__=true&op=page_content&sessionID=101&pn=1,41252d4934e757d092f628f6eb9bb0c4
始兴县,始兴县2017年度国有建设用地供应计划,2017-06-23,始兴县2017年度国有建设用地供应计划,40.76公顷,2017年,0,28.42,,0,6.17,0,0,0,0,,,6.17,0,0,0,0|0,0,0,0,100%,2020-04-17 10:40:42,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091198423&__boxModel__=true&op=page_content&sessionID=4904&pn=1,35192a6ae9dc6669438e04aae55a8565
连山壮族瑶族自治县,连山壮族瑶族自治县2018年度国有建设用地供应计划,2018-04-20,连山壮族瑶族自治县2018年度国有建设用地供应计划,173.1公顷,2018年,7.65,69.58,,0,0,0,0,0,0,,,43.79,32.57,15.73,0,0|0,0,3.78,3.78,100%,2020-04-17 10:40:46,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091196379&__boxModel__=true&op=page_content&sessionID=56127&pn=1,b22e064ad00ce420e27715e18862d488
仁化县,仁化县2017年度国有建设用地供应计划,2017-06-23,仁化县2017年度国有建设用地供应计划,57.4175公顷,2017年,10.8379,12.4017,,0,0,0,0,0,0,,,24.4207,0,0,0,0|0,0,6.85,9.7572,70.205%,2020-04-17 10:40:48,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091199817&__boxModel__=true&op=page_content&sessionID=28921&pn=1,8588d5efff8011e22b151591c3c7139e
雷州市,雷州市2015年度国有建设用地供应计划,2015-07-21,雷州市2015年度国有建设用地供应计划,61.468公顷,2015年,12.2118,4.9,,.813,2.1632,0,0,0,0,,,36.18,0,0,0,0|0,0,5.2,5.2,100%,2020-04-17 10:40:51,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091203226&__boxModel__=true&op=page_content&sessionID=91464&pn=1,3526f44a6f32ff28fe620a2524caa706
陆河县,陆河县2015年度国有建设用地供应计划,2015-07-21,陆河县2015年度国有建设用地供应计划,94公顷,2015年,45,3,,0,0,0,0,0,0,,,27,0,0,9,.8|0,0,6.36,9.2,71.6%,2020-04-17 10:40:53,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091203197&__boxModel__=true&op=page_content&sessionID=11031&pn=1,ff24c806b1e153800855f7a2317f3a11
佛冈县,佛冈县2016年度国有建设用地供应计划,2016-05-26,佛冈县2016年度国有建设用地供应计划,98.8公顷,2016年,37.66,14.73,,0,0,0,0,0,0,,,2.37,0,0,0,0|0,0,30.83,44.04,70.005%,2020-04-17 10:41:02,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091202107&__boxModel__=true&op=page_content&sessionID=45767&pn=1,3d06a9f200d13fef02069ee21a1045aa
阳山县,阳山县2015年度国有建设用地供应计划,2015-07-21,阳山县2015年度国有建设用地供应计划,492.6952公顷,2015年,170.786,18.22,,0,0,0,0,0,0,,,49.69,78.0967,57.3025,82.1,0|0,0,36.5,36.5,100%,2020-04-17 10:41:03,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091253198&__boxModel__=true&op=page_content&sessionID=30673&pn=1,0060bd049462affe25e3f00e5566b761
云安县,云安县2015年度国有建设用地供应计划,2015-07-21,云安县2015年度国有建设用地供应计划,72公顷,2015年,55,6,,0,0,0,0,0,0,,,5,0,0,0,0|0,0,6,6,100%,2020-04-17 10:41:03,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091253851&__boxModel__=true&op=page_content&sessionID=78983&pn=1,f9ed2de6c09f7b2fd4b5ab9d3ea73990
乳源瑶族自治县,乳源瑶族自治县2017年度国有建设用地供应计划,2017-06-27,乳源瑶族自治县2017年度国有建设用地供应计划,233.9023公顷,2017年,19.401,71.898,,0,0,0,0,0,0,,,124.1127,0,0,0,0|0,0,14.2538,18.4906,77.087%,2020-04-17 10:41:09,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091196390&__boxModel__=true&op=page_content&sessionID=5108&pn=1,9fa99dec10cde402c0fc32212db8eb51
始兴县,始兴县2015年度国有建设用地供应计划,2015-07-21,始兴县2015年度国有建设用地供应计划,106.05公顷,2015年,60.45,14.49,,.1,0,0,0,0,0,,,11.27,0,0,0,0|0,0,13.788,19.74,70%,2020-04-17 10:41:24,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091254634&__boxModel__=true&op=page_content&sessionID=75433&pn=1,639a383bff2dae3a5613e39a132cdfac
封开县,封开县2015年度国有建设用地供应计划,2015-07-21,封开县2015年度国有建设用地供应计划,414.86公顷,2015年,133.65,4.12,,0,0,0,0,0,0,,,15.56,242.29,0,0,0|0,0,17.17,19.24,89.241%,2020-04-17 10:41:31,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091254971&__boxModel__=true&op=page_content&sessionID=87352&pn=1,1b7f2461b73ab37127d730c5d19d57d6
龙川县,龙川县2015年度国有建设用地供应计划,2015-07-21,龙川县2015年度国有建设用地供应计划,231公顷,2015年,50,10,,0,.3,0,0,0,0,,,6,150,0,0,0|0,0,14.7,14.7,100%,2020-04-17 10:41:42,http://jcjg.nr.gd.gov.cn:8088/GisqReport7.0/ReportServer?_=1587091256914&__boxModel__=true&op=page_content&sessionID=87100&pn=1,01b7cdf6c71f7051cae113d4edabe3fd