文件标题,时间,来源,文件编号,宗地编号,编号,地块位置,土地位置,土地面积(亩),土地面积(平方米),土地用途,成交价(万元),竞得人,公示期,联系单位,单位地址,邮政编码,联系电话,爬取地址url,唯一标识,
晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2016-05-30,山西省自然资源厅,,GK2016-2,,规划使赵街以南,,11.211,, 科研,450,,2016年5月30日 至 2016年6月8日,,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201605/t20160530_79387.shtml,46935dab24f46c85a76da82312caf0e6,
晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2016-05-30,山西省自然资源厅,,GK2016-3,,规划河东街以南、东环西路以东,,81.3636,, 科研,3330,,2016年5月30日 至 2016年6月8日,,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201605/t20160530_79387.shtml,46935dab24f46c85a76da82312caf0e6,
晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2016-05-30,山西省自然资源厅,,GK2016-4,,规划河东街以南、环四路以东,,85.6863,, 科研,3510,,2016年5月30日 至 2016年6月8日,,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201605/t20160530_79387.shtml,46935dab24f46c85a76da82312caf0e6,
太原市国土局关于SG-1615地块出让结果公示,2016-06-16,山西省自然资源厅,,SG-1615,,位于海边街以西、山西三晋建设开发有限责任公司用地以北、海边街小学以东、以南,位于海边街以西、山西三晋建设开发有限责任公司用地以北、海边街小学以东、以南,1748.15,2.62,居住兼容商业,2650,山西省三晋建设开发有限责任公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201606/t20160616_79389.shtml,80e0988c7ea1036406cecc9709fae928,
太原市国土资源局关于SG-1613地块出让的结果公示,2016-06-16,山西省自然资源厅,,,,位于晋源区西寨村，四至：东至省汾河一坝分局用地；南至西至南阜村改37地块用地；北至北阜村改用,位于晋源区西寨村，四至：东至省汾河一坝分局用地；南至西至南阜村改37地块用地；北至北阜村改用,,68.34,住宅、托幼,,太原丰沃房地产开发有限责任公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201606/t20160616_79390.shtml,cce29ee51259befb6c7127c7bb682dcd,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2016-06-17,山西省自然资源厅,,GK2016-7,,汇通路东侧使张村段,,2.4168,, 商服,315,,2016年6月17日 至 2016年6月26日,,晋中市迎宾西街开发区管委会办公大楼 ,030600 ,0354-3368707 ,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201606/t20160617_79392.shtml,e083655fbbe1afc706e5d50ea8c16f3a,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2016-06-17,山西省自然资源厅,,GK2016-8,,汇通路东侧使张村段,,3.4317,, 商服,445,,2016年6月17日 至 2016年6月26日,,晋中市迎宾西街开发区管委会办公大楼 ,030600 ,0354-3368707 ,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201606/t20160617_79392.shtml,e083655fbbe1afc706e5d50ea8c16f3a,
太原市局关于SG-1616地块出让的结果公示,2016-07-06,山西省自然资源厅,,,,小店区科技谷路以东、武洛街以南，正阳街以北。,小店区科技谷路以东、武洛街以南，正阳街以北。,,18.3,科研,,山西晋煤集团煤层气与煤基技术开发有限责任公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201607/t20160706_79393.shtml,1fe8cc6679dca388312be2596b5c3d37,
太原市局关于SG-1617地块出让的结果公示,2016-07-06,山西省自然资源厅,,,,小店区马练营东路以西，武洛街以南,小店区马练营东路以西，武洛街以南,,6.71,科研,,中国煤炭科工集团太原研究院有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201607/t20160706_79394.shtml,d167012a3b181e5abeff9d512764bffa,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2016-07-08,山西省自然资源厅,,GK2016-12,,规划纬九路以南、东环西路以东,,81.1998,,科研,3310,,2016年7月8日 至 2016年7月17日,,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201607/t20160708_79395.shtml,08ddeeb80d60df300df4f4e9d8e4025c,
太原市国土局关于SG-1619地块出让的结果公示,2016-07-21,山西省自然资源厅,,,,府东街以南、红沟路以东、红沟东路以西、红沟南街以北,府东街以南、红沟路以东、红沟东路以西、红沟南街以北,,24.94,居住兼容商业,,太原市龙城北部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201607/t20160721_79396.shtml,67666a73b1d8ff1f50efd1dc933c97ec,
太原市国土局关于SG-1621地块出让结果公示,2016-07-21,山西省自然资源厅,,SG-1621,,尖草坪区迎新街百姓综合市场以西、迎新街南二巷以北、西南环铁路拆迁安置用地以南,尖草坪区迎新街百姓综合市场以西、迎新街南二巷以北、西南环铁路拆迁安置用地以南,4055.11,6.08,商业服务业,1620,太原市亿鑫诚企业管理咨询有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201607/t20160721_79397.shtml,57e33d934ae2a4d72670b0e3974fd987,
太原市国土局关于SG-1620地块出让的结果公示,2016-07-29,山西省自然资源厅,,,,位于学府街以南、太行路以西、规划路以东、以北,位于学府街以南、太行路以西、规划路以东、以北,,38.68,居住兼容商业,,太原市龙城南部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201607/t20160729_79398.shtml,d39662a6434aca43db749312ff9026a6,
太原市国土局关于SG-1622、SG-1625地块出让的结果公示,2016-08-12,山西省自然资源厅,,,,万柏林区和平北路，四至：东至和平北路、南至彭西一巷、西至汾机用地,万柏林区和平北路，四至：东至和平北路、南至彭西一巷、西至汾机用地,,10.66,居住兼容商业,,晋西工业集团有限责任公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201608/t20160812_79399.shtml,aee859ffa90c15d46ccc43c9b2224aa1,
太原市国土局关于SG-1622、SG-1625地块出让的结果公示,2016-08-12,山西省自然资源厅,,,,万柏林区和平北路，四至：西至和平北路、南至彭西一巷、北至西宫东巷、东至规划路,万柏林区和平北路，四至：西至和平北路、南至彭西一巷、北至西宫东巷、东至规划路,,37.96,居住兼容商业,,晋西工业集团有限责任公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201608/t20160812_79399.shtml,aee859ffa90c15d46ccc43c9b2224aa1,
太原市国土局关于SWG-1623地块出让的结果公示,2016-08-12,山西省自然资源厅,,SWG-1623,,小店区嘉节社区，规划路以北、长治路以东、首开项目用地以西,小店区嘉节社区，规划路以北、长治路以东、首开项目用地以西,20966.76,31.45,居住配建公建、小学,12930,太原首开龙泰置业有限责任公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201608/t20160812_79400.shtml,1c16d1c134c0cb25f40670dde70252b4,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2016-09-20,山西省自然资源厅,,GK2016-13,,迎宾西街南侧、大西铁路西侧,,1289.4008,,物流仓储,36100,,2016年9月20日 至 2016年9月29日,,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201609/t20160920_79404.shtml,6a5074eaefef1c2b21b7e8f23d409aaa,
太原市国土局关于SP-1627地块出让结果公示,2016-10-09,山西省自然资源厅,,SP-1627,,位于迎泽区并州路以西，四至：南至南内环街，北至太原师范学院用地，东至并州路,位于迎泽区并州路以西，四至：南至南内环街，北至太原师范学院用地，东至并州路,135380.98,203.07,居住兼容商业、托幼、小学、商业,342280,北京华润曙光房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201610/t20161009_79405.shtml,86673564c3565c43a502d891523eb48c,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2016-10-25,山西省自然资源厅,,GK2016-14,,环四路以东、河东街以北,,19.4707,,科研,790,,2016年10月25日 至 2016年11月3日,,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201610/t20161025_79406.shtml,4c842243e593aee0e66d26ec7b42aed6,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2016-10-25,山西省自然资源厅,,GK2016-15,,综合通道以西、河东街以北,,20.0017,,科研,810,,2016年10月25日 至 2016年11月3日,,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201610/t20161025_79406.shtml,4c842243e593aee0e66d26ec7b42aed6,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2016-10-25,山西省自然资源厅,,GK2016-16,,龙湖大街南、和顺路西侧,,42.4443,,商服,6370,,2016年10月25日 至 2016年11月3日,,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201610/t20161025_79406.shtml,4c842243e593aee0e66d26ec7b42aed6,
太原市国土局关于SP-1632、SP-1634、SP-1635地块出让结果公示,2016-10-27,山西省自然资源厅,,SP-1632,,位于大井峪村以东，市府南街北侧20米城市道路以南，西中环路以西，南中环街以北。,位于大井峪村以东，市府南街北侧20米城市道路以南，西中环路以西，南中环街以北。,115949.44,173.92,居住兼容商业,93620,太原绿地太化房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201610/t20161027_79407.shtml,f3418baa705cc348c8d19f77c9c3f50b,
太原市国土局关于SP-1632、SP-1634、SP-1635地块出让结果公示,2016-10-27,山西省自然资源厅,,SP-1634,,杏花岭区敦化坊周边，敦化坊村以西、以北,杏花岭区敦化坊周边，敦化坊村以西、以北,82333.03,123.499545,居住兼容商业、小学、托幼,35520,太原富力城房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201610/t20161027_79407.shtml,f3418baa705cc348c8d19f77c9c3f50b,
太原市国土局关于SP-1632、SP-1634、SP-1635地块出让结果公示,2016-10-27,山西省自然资源厅,,SP-1635,,杏花岭区敦化坊周边，敦化坊村以西、以北,杏花岭区敦化坊周边，敦化坊村以西、以北,106410.77,159.62,居住兼容商业、托幼,47470,太原富力城房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201610/t20161027_79407.shtml,f3418baa705cc348c8d19f77c9c3f50b,
太原市局关于SG-1636地块出让的结果公示,2016-11-08,山西省自然资源厅,,,,位于晋源区，五府营村、南街村、小站营村，四至：南至规划路；北至规划路；西至规划路。,位于晋源区，五府营村、南街村、小站营村，四至：南至规划路；北至规划路；西至规划路。,,91.83,居住兼容商业、托幼,,太原市龙城南部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201611/t20161108_79409.shtml,2bda92379e25312c041e401ab4320338,
太原市国土局关于SG-1628、SG-1629、SG-1630、SG-1631地块出让的结果公示,2016-10-27,山西省自然资源厅,,,,位于迎泽区王家峰村，东中环路以东，规划路以南、以西，王家峰村以北。,位于迎泽区王家峰村，东中环路以东，规划路以南、以西，王家峰村以北。,,47.95,商业,,太原市龙城南部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201610/t20161027_79408.shtml,3dc334971571fb73ad6f33e60585e543,
太原市国土局关于SG-1628、SG-1629、SG-1630、SG-1631地块出让的结果公示,2016-10-27,山西省自然资源厅,,,,位于迎泽区王家峰村，东中环路以东，规划路以南、以西，王家峰村以北。,位于迎泽区王家峰村，东中环路以东，规划路以南、以西，王家峰村以北。,,24.24,住宅兼容商业,,太原市龙城南部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201610/t20161027_79408.shtml,3dc334971571fb73ad6f33e60585e543,
太原市国土局关于SG-1628、SG-1629、SG-1630、SG-1631地块出让的结果公示,2016-10-27,山西省自然资源厅,,,,位于迎泽区王家峰村，东中环路以东，规划路以南、以西，王家峰村以北。,位于迎泽区王家峰村，东中环路以东，规划路以南、以西，王家峰村以北。,,88.26,住宅兼容商业、托幼,,太原市龙城南部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201610/t20161027_79408.shtml,3dc334971571fb73ad6f33e60585e543,
太原市国土局关于SG-1628、SG-1629、SG-1630、SG-1631地块出让的结果公示,2016-10-27,山西省自然资源厅,,,,位于迎泽区王家峰村，东中环路以东，规划路以南、以西，王家峰村以北。,位于迎泽区王家峰村，东中环路以东，规划路以南、以西，王家峰村以北。,,81.79,住宅兼容商业、托幼,,太原市龙城南部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201610/t20161027_79408.shtml,3dc334971571fb73ad6f33e60585e543,
太原市国土局关于SG-1637、SG-1638地块出让的结果公示,2016-12-09,山西省自然资源厅,,,,位于小店区武洛街以南、西温庄西路以西、正阳街以北,位于小店区武洛街以南、西温庄西路以西、正阳街以北,,0.67,B29（科研）,,山西晋煤集团煤层气与煤基技术开发有限责任公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201612/t20161209_79410.shtml,545f59828775f892d2250ee17ec593da,
太原市国土局关于SG-1637、SG-1638地块出让的结果公示,2016-12-09,山西省自然资源厅,,,,位于迎泽区王家峰村东中环路以东，规划路以南、以西，王家峰村以北,位于迎泽区王家峰村东中环路以东，规划路以南、以西，王家峰村以北,,57.14,住宅,,太原市龙城南部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201612/t20161209_79410.shtml,545f59828775f892d2250ee17ec593da,
太原市局关于SG-1648地块出让的结果公示,2016-12-26,山西省自然资源厅,,,,太行路以西，红沟南街以北,太行路以西，红沟南街以北,,91.31,居住兼容商业,,太原市龙城北部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201612/t20161226_79413.shtml,1974875df2c9d8e7a0a4fcb8319c3f69,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2016-12-28,山西省自然资源厅,,GK2016-30,,定阳路东侧、龙湖大街南侧,,43.9579,,商住,14710,,2016年12月28日 至 2017年1月06日,山西省国土资源厅晋中经济技术开发区土地分局 ,晋中市迎宾西街开发区管委会办公大楼 ,030600 ,0354-3368707 ,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201612/t20161228_79414.shtml,94a7c0947de7ff9af9f26922d747a8d5,
太原市国土局关于SP-1649地块出让结果公示,2016-12-30,山西省自然资源厅,,SP-1649,,位于晋源区南张村，四至：东至南张村、王郭村集体土地，北至新晋祠路，南至西至南张村用地,位于晋源区南张村，四至：东至南张村、王郭村集体土地，北至新晋祠路，南至西至南张村用地,88522.67,132.78,物流仓储,5531,太原传化公路港物流有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201612/t20161230_79415.shtml,ce662f1179c99ff8cc3a4e0628eea085,
太原市关于SG-1539地块出让的结果公示,2015-09-22,山西省自然资源厅,,,,位于晋源区吴家堡南街以南 四至:北至吴家堡南街;西至规划路;东至规划路.,位于晋源区吴家堡南街以南 四至:北至吴家堡南街;西至规划路;东至规划路.,,68.47,居住兼容商业,,山西万国商业广场开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201509/t20150922_79356.shtml,b2eba5c0af5e45b287acc32acdaffd07,
关于SG-1510地块出让的结果公示,2015-04-23,山西省自然资源厅,,SG-1510,,晋源区西寨村，四至:西寨村用地 南至西寨村用地 西至新晋祠路 北至西寨村用地,晋源区西寨村，四至:西寨村用地 南至西寨村用地 西至新晋祠路 北至西寨村用地,23150.93,34.73,居住,17300,山西昌和房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201504/t20150423_79341.shtml,b594a44ce45f96ffdad1b889fe6ed422,
太原市国土局关于SG-1431地块出让的结果公示,2014-11-07,山西省自然资源厅,,SG-1431,,晋源区40米规划路以西,晋源区40米规划路以西,45739.06,68.61,商业住宅,50290,太原市新大地房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201411/t20141107_79326.shtml,867d14bfd2ec03d77c3fe2bc84930263,
太原市国土局关于SG-1403地块出让的结果公示,2014-12-01,山西省自然资源厅,,SG-1403,,太原田和食品集团有限公司以东、山西台基实业发展有限公司以南。,太原田和食品集团有限公司以东、山西台基实业发展有限公司以南。,2812.93,4.22,商业,2620,太原高铁置地有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201412/t20141201_79327.shtml,1c9b5632b7cee4da88948a5302703ceb,
太原市国土局关于SG-1436地块出让的结果公示,2014-12-10,山西省自然资源厅,,SG-1436,,万柏林区晋峰城郊森林公园,万柏林区晋峰城郊森林公园,12600.86,18.9,住宅,1580,太原远古玉泉置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201412/t20141210_79328.shtml,83edf5f261a54b1824cdb88ef7a720ef,
太原市国土局关于SG-1437地块出让的结果公示,2014-12-10,山西省自然资源厅,,SG-1437,,万柏林区晋峰城郊森林公园,万柏林区晋峰城郊森林公园,46225.46,69.34,住宅,5710,太原远古玉泉置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201412/t20141210_79329.shtml,282eb324fa972c3d881f6cb71554917f,
太原市国土局关于SG-1438地块出让的结果公示,2014-12-10,山西省自然资源厅,,SG-1438,,万柏林区晋峰城郊森林公园,万柏林区晋峰城郊森林公园,9640.9,14.46,商业,1260,山西坤景置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201412/t20141210_79330.shtml,017490ba5dfe1d627c55748e5cc12e1d,
太原市国土局关于SG-1441地块出让的结果公示,2015-01-06,山西省自然资源厅,,SG-1441,,晋源区五府营村，退水渠以西，规划路以东，纬三路以北，五府营村以南,晋源区五府营村，退水渠以西，规划路以东，纬三路以北，五府营村以南,102200.08,153.3,居住兼容商业,55760,太原市龙城南部置业有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201501/t20150106_79332.shtml,f02b0359f4291765f3f029a9820b41d4,
太原市国土局关于SG-1417地块出让的结果公示,2015-01-12,山西省自然资源厅,,SG-1417,,亲贤北街313号，四至：北、东、西至山西茂业置地、太原茂业百货公司用地，南至亲贤北街,亲贤北街313号，四至：北、东、西至山西茂业置地、太原茂业百货公司用地，南至亲贤北街,1498,2.25,商业,2000,山西茂业置地房地产开发有限公司和太原茂业百货有限公司联合,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201501/t20150112_79333.shtml,fc5bb97b89665c36b91908a23cfc9e72,
太原市国土局关于SG-1501地块出让的结果公示,2015-02-11,山西省自然资源厅,,,,杏花岭区晋德印务有限公司以东、航天耐火纤维厂以西以南、新源里小学以北,杏花岭区晋德印务有限公司以东、航天耐火纤维厂以西以南、新源里小学以北,,2.4,居住,,山西通宇煤炭销售有限公司、山西鑫晋德房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201502/t20150211_79334.shtml,8ea0051e09f32bd6973963fe5445aea7,
太原市国土局关于SP-1502、SP-1503、SP-1504三宗地块出让结果公示,2015-02-11,山西省自然资源厅,,SP-1502,,流路以西，西线北街以南,流路以西，西线北街以南,33213.37,49.82,居住兼容商业,20000,太原万科长风房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201502/t20150211_79335.shtml,e9f83b9a8467555ba1b0d5d4a87978d0,
太原市国土局关于SP-1502、SP-1503、SP-1504三宗地块出让结果公示,2015-02-11,山西省自然资源厅,,SP-1503,,流路以西，西线北街以南,流路以西，西线北街以南,42307.09,63.46,居住兼容商业,25600,山西保利房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201502/t20150211_79335.shtml,e9f83b9a8467555ba1b0d5d4a87978d0,
太原市国土局关于SP-1502、SP-1503、SP-1504三宗地块出让结果公示,2015-02-11,山西省自然资源厅,,SP-1504,,流路以西，西线北街以南,流路以西，西线北街以南,21822.63,32.73,居住兼容商业,13140,太原万科长风房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201502/t20150211_79335.shtml,e9f83b9a8467555ba1b0d5d4a87978d0,
太原市国土资源局关于SG-1505地块出让的结果公示,2015-03-05,山西省自然资源厅,,,,位于平阳路244号 四至:北至省气象局用地 西至平阳路 南至长风北街 东至省水利建筑工程局宿舍,位于平阳路244号 四至:北至省气象局用地 西至平阳路 南至长风北街 东至省水利建筑工程局宿舍,,12.14,居住兼容商业,,太原宜居房地产开发有限公司,,,,,,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201503/t20150305_79337.shtml,6cec0d9f8039f371f3e6b8b8f63b21fc,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2015-03-06,山西省自然资源厅,,GK2014-24,,和顺路西侧,,42.1097,,商住,8630,,2015年03月06日至2015年03月17日,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201503/t20150306_79338.shtml,b0a2ea4da878596b82e30101aa324190,
山西省国土资源厅晋中经济技术开发区土地分局国有土地使用权招拍挂出让成交公示,2015-03-06,山西省自然资源厅,,GK2014-26,,迎宾西街延段以南,,34.4796,,工业,1220,,2015年03月06日至2015年03月17日,山西省国土资源厅晋中经济技术开发区土地分局,晋中市迎宾西街开发区管委会办公大楼,030600,0354-3368707,2020-05-18,http://zrzyt.shanxi.gov.cn/zwgk/zwgkjbml/tdgl_836/crjg/201503/t20150306_79338.shtml,b0a2ea4da878596b82e30101aa324190,
