文件标题,信息时间,正文标题,公告编号,出让时间,公告类型,宗地编号,地块编号,宗地位置,宗地坐落,土地用途,规划土地用途,出让年限,使用年限,批准机关及文号,规划用地面积〔m2),规划面积(m2),出让面积(m2),出让用地面积(m2),宗地出让面积,建筑密度,容积率,绿地率,绿地率(%),建筑控制高度(m),建筑控制高度(米),建筑系数(%),投资强度(万元/公顷),土地估价备案号,是否省重点,现状土地条件,竞买保证金,竟买保证金(万元),起叫价,出让起始价(万元),加价幅度,是否设置保留价,挂牌开始时间,挂牌截止时间,获取出让文件时间,提交竞买申请时间,保证金截止时间,确认竞买资格时间,联系地址,联系电话,联系人,保证金账户开户单位/户名,保证金账户账号,保证金账户开户行,出让金账户开户单位/户名,出让金账户开户行,出让金账户账号,爬取地址url,唯一标识,
龙岩市永定区自然资源局国有建设用地使用权拍卖出让公告,2019/4/9,龙岩市永定区自然资源局国有建设用地使用权拍卖出让公告,,2019年4月29日下午3时整,出让公告,2019-拍-05,,南部工业园区357国道南侧,,,住宅用地―城镇住宅用地（普通住宅）、商服用地―批发零售用地（商店、不含商业办公）,住宅70年，商业40年,,,,17586,11806,,,,1.0＜FAR≤2.6,,≥30%,,,,,,,,320,,1600,1600,,,2019年4月5日,4月26日的正常上班时间，,2019年4月5日至4月26日的正常上班时间，,,,,龙岩市永定区自然资源局土地利用股 ；,0597-3011915；,土地利用股工作人员；,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=22f74684-a9f4-43b3-929c-61458141fb1f&CategoryNum=084002,b34df97c6abd4e5a7bc5b50d164e1dfa
龙岩市自然资源局国有建设用地使用权拍卖出让公告(龙自然告字[2019]2号),2019/3/21,龙岩市自然资源局国有建设用地使用权拍卖出让公告(龙自然告字[2019]2号),,2019年4月15日上午9时,出让公告,2019拍-G02,,,兴盛路北侧、南三龙铁路南侧,工矿仓储用地-工业用地（通用设备制造）,,50年,,,,,,,,,≥1.0且＜1.3,,20%,,≤24m,,(万元/公顷)：,3505419BB0001,,,68万元,,339万元,,2万元,,,,,,,,,0597-2291438,陈女士、黄先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=e29727eb-d643-4d4d-bdb9-105f4955581c&CategoryNum=084002,47c81718ac22660cff5b492df45061eb
龙岩市自然资源局国有建设用地使用权拍卖出让公告(龙自然告字[2019]2号),2019/3/21,龙岩市自然资源局国有建设用地使用权拍卖出让公告(龙自然告字[2019]2号),,2019年4月15日上午9时,出让公告,2019拍-G03,,,龙州工业园硬质合金园，江山公路西侧,工矿仓储用地-工业用地（专用设备制造业）,,50年,,,,,,,,,≥1.0且＜1.2,,20%,,≤24m,,(万元/公顷)：,3505219BB0003,,,153万元,,762万元,,2万元,,,,,,,,,0597-2291438,陈女士、黄先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=e29727eb-d643-4d4d-bdb9-105f4955581c&CategoryNum=084002,47c81718ac22660cff5b492df45061eb
龙岩市自然资源局国有建设用地使用权拍卖出让公告(龙自然告字[2019]2号),2019/3/21,龙岩市自然资源局国有建设用地使用权拍卖出让公告(龙自然告字[2019]2号),,2019年4月15日上午9时,出让公告,2019拍-G04,,,江山公路东侧,工矿仓储用地-工业用地（通用设备制造业）,,50年,,,,,,,,,≥1.0且＜1.3,,20%,,≤24m,,(万元/公顷)：,3505119BB0002,,,41万元,,202万元,,2万元,,,,,,,,,0597-2291438,陈女士、黄先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=e29727eb-d643-4d4d-bdb9-105f4955581c&CategoryNum=084002,47c81718ac22660cff5b492df45061eb
龙岩市自然资源局国有建设用地使用权拍卖出让公告(龙自然告字[2019]2号),2019/3/21,龙岩市自然资源局国有建设用地使用权拍卖出让公告(龙自然告字[2019]2号),,2019年4月15日上午9时,出让公告,2019拍-G05,,,新罗区小池镇培斜村,工矿仓储用地-工业用地（酒制造业）,,50年,,,,,,,,,≥1.3且＜1.5,,20%,,≤32m,,(万元/公顷)：,3505319BA001,,,146万元,,728万元,,2万元,,,,,,,,,0597-2291438,陈女士、黄先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=e29727eb-d643-4d4d-bdb9-105f4955581c&CategoryNum=084002,47c81718ac22660cff5b492df45061eb
龙岩市自然资源局国有建设用地使用权拍卖出让公告(龙自然告字[2019]2号),2019/3/21,龙岩市自然资源局国有建设用地使用权拍卖出让公告(龙自然告字[2019]2号),,2019年4月15日上午9时,出让公告,2019拍-G06,,,新罗区龙台产业园苏坂片区美山张厝,工矿仓储用地-工业用地（废弃资源综合利用业）,,50年,,,,,,,,,≥1.0且＜1.2,,20%,,≤24m,,(万元/公顷)：,3508919BA0003,,,350万元,,1746万元,,2万元,,,,,,,,,0597-2291438,陈女士、黄先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=e29727eb-d643-4d4d-bdb9-105f4955581c&CategoryNum=084002,47c81718ac22660cff5b492df45061eb
龙岩市自然资源局国有建设用地使用权拍卖出让公告(龙自然告字[2019]2号),2019/3/21,龙岩市自然资源局国有建设用地使用权拍卖出让公告(龙自然告字[2019]2号),,2019年4月15日上午9时,出让公告,2019拍-G07,,,新罗区大池镇龙池工业区,工矿仓储用地-工业用地（农副食品加工业）,,50年,,,,,,,,,≥1.2且＜1.5,,20%,,≤24m,,(万元/公顷)：,3505119BB0003,,,268万元,,1339万元,,2万元,,,,,,,,,0597-2291438,陈女士、黄先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=e29727eb-d643-4d4d-bdb9-105f4955581c&CategoryNum=084002,47c81718ac22660cff5b492df45061eb
龙岩市自然资源局国有建设用地使用权拍卖出让公告(龙自然告字[2019]2号),2019/3/21,龙岩市自然资源局国有建设用地使用权拍卖出让公告(龙自然告字[2019]2号),,2019年4月15日上午9时,出让公告,2019拍-G08,,,曹溪街道龙麟水泥厂南侧,工矿仓储用地-工业用地（废弃资源综合利用业）,,50年,,,,,,,,40-45%,≥1.0且＜1.3,,20%,,≤50m,,(万元/公顷)：,3511619BB0005,,,155万元,,772万元,,2万元,,,,,,,,,0597-2291438,陈女士、黄先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=e29727eb-d643-4d4d-bdb9-105f4955581c&CategoryNum=084002,47c81718ac22660cff5b492df45061eb
龙岩市自然资源局国有建设用地使用权拍卖出让公告(龙自然告字[2019]2号),2019/3/21,龙岩市自然资源局国有建设用地使用权拍卖出让公告(龙自然告字[2019]2号),,2019年4月15日上午9时,出让公告,2019拍-G09,,,兴盛路北侧、龙旺路西侧,工矿仓储用地-工业用地（专用设备制造业）,,50年,,,,,,,,,≥1.0且＜1.3,,20%,,≤24m,,(万元/公顷)：,3505119BB0006,,,78万元,,386万元,,2万元,,,,,,,,,0597-2291438,陈女士、黄先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=e29727eb-d643-4d4d-bdb9-105f4955581c&CategoryNum=084002,47c81718ac22660cff5b492df45061eb
龙岩市自然资源局国有建设用地使用权拍卖出让公告(龙自然告字[2019]2号),2019/3/21,龙岩市自然资源局国有建设用地使用权拍卖出让公告(龙自然告字[2019]2号),,2019年4月15日上午9时,出让公告,2019拍-G010,,,兴盛路北侧、龙旺路西侧,工矿仓储用地-工业用地（通用设备制造）,,50年,,,,,,,,,≥1.0且＜1.6,,20%,,≤24m,,(万元/公顷)：,3505119BB0005,,,40万元,,199万元,,2万元,,,,,,,,,0597-2291438,陈女士、黄先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=e29727eb-d643-4d4d-bdb9-105f4955581c&CategoryNum=084002,47c81718ac22660cff5b492df45061eb
长汀县自然资源局国有建设用地使用权拍卖出让公告,2019/4/18,长汀县自然资源局国有建设用地使用权拍卖出让公告,汀自然告字z2019{4、5号,,出让公告,2019P01,2019P01,大同镇罗坊村,,商服用地―旅馆用地,,,商服40年,长汀县人民政府汀政综〔2019〕68号,1991.4,,,,,,1.2-1.8,,≥30%,檐口高度≤12,,,,,,,72万元,,,,5万元及5万元的整倍数,,,,,,,,长汀县行政服务中心自然资源窗口,0597-6802928,赖先生、林女士,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=c6fbca87-e16a-415f-9a9e-5be50b3e473d&CategoryNum=084002,8aae82c7e3988a4b1754a0b395208efe
长汀县自然资源局国有建设用地使用权拍卖出让公告,2019/4/18,长汀县自然资源局国有建设用地使用权拍卖出让公告,汀自然告字z2019{4、5号,,出让公告,2019P02,2019P02,大同镇罗坊村,,商服用地―旅馆用地,,,商服40年,长汀县人民政府汀政综〔2019〕69号,1143,,,,,,1.0-1.5,,≥30%,檐口高度≤13,,,,,,,38万元,,,,5万元及5万元的整倍数,,,,,,,,长汀县行政服务中心自然资源窗口,0597-6802928,赖先生、林女士,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=c6fbca87-e16a-415f-9a9e-5be50b3e473d&CategoryNum=084002,8aae82c7e3988a4b1754a0b395208efe
长汀县自然资源局国有建设用地使用权拍卖出让公告,2019/4/18,长汀县自然资源局国有建设用地使用权拍卖出让公告,汀自然告字z2019{4、5号,,出让公告,2019P08,2019P08,大同镇新庄村,,商服用地--娱乐用地,,,商服40年,长汀县人民政府汀政综〔2019〕70号,24826,,,,,,≤0.5,,≥35%,檐口高度≤12,,,,,,,320万元,,,,5万元及5万元的整倍数,,,,,,,,长汀县行政服务中心自然资源窗口,0597-6802928,赖先生、林女士,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=c6fbca87-e16a-415f-9a9e-5be50b3e473d&CategoryNum=084002,8aae82c7e3988a4b1754a0b395208efe
龙岩市永定区自然资源局国有建设用地使用权挂牌出让公告,2019/4/30,龙岩市永定区自然资源局国有建设用地使用权挂牌出让公告,,,出让公告,2019-挂-06,,洪山乡田梓村、樟罗村,,,工矿仓储用地―工业用地（非金属矿物制品业）,50年,,,,128116,127709,,,,0.9≤FAR≤3.0,,10%≤G≤20%,,,,,,,,,,,,,,2019年5月21日8时0分0秒, 2019年6月3日17时0分0秒,,2019年5月1日8时0分0秒至 2019年5月29日,2019年5月1日8时0分0秒至 2019年5月29日,2019年5月1日8时0分0秒至 2019年5月29日,龙岩市永定区自然资源局土地利用股 ；,0597-3011915；,土地利用股工作人员；,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=f2f74eb1-28bd-45d3-9338-d411679bf2db&CategoryNum=084002,78174a06b5762e00f81514692f68d822
连城县自然资源局国有土地使用权挂牌出让公告,2019/4/24,连城县自然资源局国有土地使用权挂牌出让公告,,,出让公告,G2019-1,,,,工矿仓储用地―工业用地（化学原料和化学制品制造业*其他专用化学产品制造）,,,50年,,79620,,,,,,≥0.9,,≤20,,,,,,,,188,,940,940,1,,,,,,,,连城县莲峰镇东环北路28号,0597-8912803）开具竞买保证金缴交票据，账户名称：龙岩市公共资源交易中心有限公司连城分公司, 江先生 ,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=92d02b10-86d2-4942-92e8-675a66e9c473&CategoryNum=084002,4011cb6f8d44447a8ab3304d8473f96e
龙岩市永定区自然资源局国有建设用地使用权挂牌出让公告,2019/4/30,龙岩市永定区自然资源局国有建设用地使用权挂牌出让公告,,,出让公告,2019-高新挂-02,,高陂镇平在村,,,工矿仓储用地―工业用地（汽车制造业）,50年,,,,,190082,,,,1.0≤FAR＜1.1,,20%,,,,,,,,770,,3850,3850,,,2019年5月3日8时0分0秒,2019年5月14日17时0分0秒 ,,2019年4月13日8时0分0秒至 2019年5月10日,2019年4月13日8时0分0秒至 2019年5月10日,2019年4月13日8时0分0秒至 2019年5月10日,龙岩市经济技术开发区（龙岩高新区）环境与国土规划建设局土地利用股 ；,0597-2596178；,土地利用股工作人员；,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=5f0bb1d5-3b21-4f46-9578-842f5b8d2bf1&CategoryNum=084002,c9ee729aa8cef97111e832311bdac358
龙岩市自然资源局国有建设用地使用权拍卖出让公告,2019/4/30,龙岩市自然资源局国有建设用地使用权拍卖出让公告,(龙自然告字[2019]3号),2019年5月22日上午9时,出让公告,2019拍-1,2019拍-1,龙岩紫金山体育公园内（紫金山体育公园D03地块）,,公共管理与公共服务用地-教育用地（营利性幼儿园）,,,公共管理与公共服务用地：50年,龙政地[2019] 86号,6408,,,6408,,25-30,≥0.8且<0.9,,30,≤24,,,,,,,,,1442,,,,,,,,,,,,廖女士、林先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=f4bacf89-4403-4e2d-a6f2-15de938ff6da&CategoryNum=084002,1fdfa2224bdcf8f5c127c296269b07bb
龙岩市自然资源局国有建设用地使用权拍卖出让公告,2019/4/30,龙岩市自然资源局国有建设用地使用权拍卖出让公告,(龙自然告字[2019]3号),2019年5月22日上午9时,出让公告,2019拍-2,2019拍-2,兴业路与龙达路交叉口西北侧（兴业小区二期地块）,,住宅用地-城镇住宅用地（普通商品房）,,,住宅：70年,龙政地[2019] 86号,19782,,,19782,,15-20.1,≥3.8且<4.291,,30-35,≤100,,,,,,,,,55365,,,,,,,,,,,,廖女士、林先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=f4bacf89-4403-4e2d-a6f2-15de938ff6da&CategoryNum=084002,1fdfa2224bdcf8f5c127c296269b07bb
龙岩市自然资源局国有建设用地使用权拍卖出让公告,2019/4/30,龙岩市自然资源局国有建设用地使用权拍卖出让公告,(龙自然告字[2019]3号),2019年5月22日上午9时,出让公告,2019拍-3,2019拍-3,人民西路北侧、龙岩大道西侧（西安金融小区地块）,,住宅用地-城镇住宅用地（普通商品房）,,,住宅：70年,龙政地[2019] 86号,90208,,,90208,,15-20,≥3.2且<3.74,,30-35,≤100,,,,,,,,,79170,,,,,,,,,,,,廖女士、林先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=f4bacf89-4403-4e2d-a6f2-15de938ff6da&CategoryNum=084002,1fdfa2224bdcf8f5c127c296269b07bb
龙岩市自然资源局国有建设用地使用权拍卖出让公告,2019/4/30,龙岩市自然资源局国有建设用地使用权拍卖出让公告,(龙自然告字[2019]3号),2019年5月22日上午9时,出让公告,2019拍-4,2019拍-4,南三龙铁路南侧，北二环西侧（北二环西侧1号出让地块）,,住宅用地-城镇住宅用地（普通商品房）,,,住宅：70年,龙政地[2019] 86号,26760,,,21606,,15-20,≥2.0且<2.2,,30-35,≤100（其中住宅建筑≥27，公共配套用房≤24）,,,,,,,,,12200,,,,,,,,,,,,廖女士、林先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=f4bacf89-4403-4e2d-a6f2-15de938ff6da&CategoryNum=084002,1fdfa2224bdcf8f5c127c296269b07bb
龙岩市永定区自然资源局国有建设用地使用权挂牌出让公告,2019/5/8,龙岩市永定区自然资源局国有建设用地使用权挂牌出让公告, 永自然资〔2019〕104号,,出让公告,2019-挂-07,,龙潭镇铜联村,,,工矿仓储用地―工业用地（非金属矿物制品业）,50年,,,,43082,43082,,,,0.9≤FAR≤3.0,,10%≤G≤20%,,,,,,,,,,,,,,2019年5月28日 8时0分0秒, 2019年6月10日17时0分0秒,,2019年5月28日 8时0分0秒至 2019年6月10日,2019年5月28日 8时0分0秒至 2019年6月10日,2019年5月28日 8时0分0秒至 2019年6月10日,龙岩市永定区自然资源局土地利用股 ；,0597-3011915 ；,土地利用股工作人员 ；,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=1184f617-3e3e-4397-a027-261c90713aa3&CategoryNum=084002,88b38ae8f3b86407942c0b3b9e690145
漳平市自然资源局国有土地使用权拍卖出让公告,2019/5/8,漳平市自然资源局国有土地使用权拍卖出让公告,,2019年06月06日10时00分,出让公告,2019拍-2号,,,,,,商服40年、住宅70年,,,,,,,5579平方米,,大于或等于5.5并且小于或等于6,,大于25,,,,万元/公顷,3505319BA0004,,净地,2880万元,,9600万元,,10万元,,,,2019年06月03日至2019年06月04日,,,,漳平市国土资源局建设用地股,0597-7539388，7538821,温先生、李女士,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=7f6af3f9-69ae-4a3b-8b73-ca4aa80cc482&CategoryNum=084002,6632a724f7a7dc624e5d837561c5e12d
武平县自然资源局关于武平县工业园区F08-1等2幅地块国有土地使用权挂牌出让公告,2019/5/9,武平县自然资源局关于武平县工业园区F08-1等2幅地块国有土地使用权挂牌出让公告,,,出让公告,G2019-5,,,,,,,,,,,66053,,,,≥1.0,,15-20,,,≥40,,,,,,136,,680,5万元/次,,2019年6月3日 8时0分0秒 , 2019年6月13日 16时0分0秒,,2019年5月10日8时0分0秒 至 2019年6月10日,2019年5月10日8时0分0秒 至 2019年6月10日,2019年5月10日8时0分0秒 至 2019年6月10日,平川街道西环路21-4号 ,,钟先生、童先生,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=2e35dd15-0efe-4d5b-bbb2-9b20e74a47ac&CategoryNum=084002,4959e83f7af290617cbf7ef37d1c73f5
武平县自然资源局关于武平县工业园区F08-1等2幅地块国有土地使用权挂牌出让公告,2019/5/9,武平县自然资源局关于武平县工业园区F08-1等2幅地块国有土地使用权挂牌出让公告,,,出让公告,G2019-6,,,,,,,,,,,77894,,,,≥1.0,,15-20,,,≥40,,,,,,163,,803,5万元/次,,2019年6月3日 8时0分0秒 , 2019年6月13日 16时0分0秒,,2019年5月10日8时0分0秒 至 2019年6月10日,2019年5月10日8时0分0秒 至 2019年6月10日,2019年5月10日8时0分0秒 至 2019年6月10日,平川街道西环路21-4号 ,,钟先生、童先生,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=2e35dd15-0efe-4d5b-bbb2-9b20e74a47ac&CategoryNum=084002,4959e83f7af290617cbf7ef37d1c73f5
武平县自然资源局国有土地使用权拍卖出让公告,2019/5/13,武平县自然资源局国有土地使用权拍卖出让公告,,,出让公告,P2019-1,,,,住宅用地-城镇住宅用地（普通住宅）,,住宅70年,,武政文〔2018〕322号,296,,,,,74.32,2.79,,25.68,,,,,,,,12,,60,,0.5,,,,,,,,,,钟先生、童先生,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=5b194afb-c99f-4af5-a6e4-c052357dd1cf&CategoryNum=084002,30de46f3ba62dbbf2e2a2f4226710baf
武平县自然资源局国有土地使用权拍卖出让公告,2019/5/13,武平县自然资源局国有土地使用权拍卖出让公告,,,出让公告,P2019-2,,,,住宅用地-城镇住宅用地（普通住宅）,,住宅70年,,武政文〔2018〕322号,403,,,,,72.7,2.73,,27.3,,,,,,,,16,,80,,0.5,,,,,,,,,,钟先生、童先生,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=5b194afb-c99f-4af5-a6e4-c052357dd1cf&CategoryNum=084002,30de46f3ba62dbbf2e2a2f4226710baf
武平县自然资源局国有土地使用权拍卖出让公告,2019/5/13,武平县自然资源局国有土地使用权拍卖出让公告,,,出让公告,P2019-4,,,,商服用地-商务金融用地（办公楼）,,商服40年,,武政文〔2019〕41号,625,,,,,≤44.8,≤2.2,,≥30,,,,,,,,10,,46,,1,,,,,,,,,,钟先生、童先生,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=5b194afb-c99f-4af5-a6e4-c052357dd1cf&CategoryNum=084002,30de46f3ba62dbbf2e2a2f4226710baf
武平县自然资源局国有土地使用权拍卖出让公告,2019/5/13,武平县自然资源局国有土地使用权拍卖出让公告,,,出让公告,P2019-5,,,,公共管理与公共服务用地-医疗卫生用地（康复中心）,,公共管理与公共服务50年,,武政文〔2019〕68号,4318,,,,,20-30,1.4-1.6,,≥35,,,,,,,,60,,300,,2,,,,,,,,,,钟先生、童先生,龙岩市公共资源交易中心有限公司武平分公司,中国建设银行股份有限公司武平支行|武平农村信用合作联社营业部|泉州银行股份有限公司武平支行|中国邮政储蓄银行股份有限公司武平县支行,35050169740709188888；|9090610010010000097292；|0000014652956012；|935001010010930012,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=5b194afb-c99f-4af5-a6e4-c052357dd1cf&CategoryNum=084002,30de46f3ba62dbbf2e2a2f4226710baf
龙岩市自然资源局国有建设用地使用权拍卖出让公告,2019/5/16,龙岩市自然资源局国有建设用地使用权拍卖出让公告,,2019年6月11日上午9时,出让公告,2019拍-G11,,,龙祥路北侧，西外环西侧,工矿仓储用地-仓储用地（工业仓储）,,50年,,,,,,,,,≥0.8且＜1.1,,,,,,(万元/公顷)：,3505018BB0053,,,1167万元,,5835万元,,2万元,,,,,,,,,0597-2291438,陈女士、黄先生,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=72889b50-5a8f-4ab2-a2d5-aefe49db776c&CategoryNum=084002,225d579715b3e48e0dc307b7613a71e8
连城县自然资源局国有土地使用权挂牌出让公告,2019/5/15,连城县自然资源局国有土地使用权挂牌出让公告,,,出让公告,G2019-1,,,,工矿仓储用地―工业用地（农副食品加工业*其他未列明农副食品加工）,,,50年,,13322,,,,,,1.2≤,,≤20,,,,,,,,34,,167,167,1,,,,,,,,连城县莲峰镇东环北路28号,0597-8912803）开具竞买保证金缴交票据， 账户名称：龙岩市公共资源交易中心有限公司连城分公司, 江先生 ,,,,,,,2020/5/21,https://www.lyggzy.com.cn/lyztb/InfoDetail/?InfoID=a4c27b37-fcee-4521-a37a-5a9a8df35941&CategoryNum=084002,3555b0c68e104091e35a7f70eee70327
